,element,position,team,value,status,expected_pts_N1,expected_pts_full,name,gw
511,496,2,18,43,a,0.0,0.0,Sergio Reguilón,9
522,507,4,18,50,u,0.0,0.0,Alejo Véliz,9
623,620,3,16,55,a,0.0,0.0,Ramón Sosa,9
515,500,4,18,45,u,0.0,0.0,Dane Scarlett,9
516,501,3,11,49,a,0.0,0.0,Oliver Skipp,9
517,502,3,18,54,u,0.0,0.0,Manor Solomon,9
646,646,3,7,45,a,0.0,0.0,Asher Agbinone,9
645,645,3,7,45,a,0.0,0.0,Justin Devenny,9
503,487,2,18,45,u,0.0,0.0,Emerson Leite de Souza Junior,9
607,603,3,8,45,a,0.0,0.0,Harrison Armstrong,9
654,654,3,19,50,a,0.0,0.0,Carlos Soler,9
626,623,3,17,50,a,0.0,0.0,Mateus Gonçalo Espanha Fernandes,9
580,574,2,15,40,u,0.0,0.0,Miodrag Pivaš,9
581,575,2,6,40,u,0.0,0.0,Caleb Wiley,9
582,576,3,19,49,a,0.0,0.0,Andy Irving,9
542,532,2,19,44,u,0.0,0.0,Kurt Zouma,9
637,635,3,11,49,a,0.0,0.0,Bilal El Khannouss,9
661,662,2,1,40,a,0.0,0.0,Josh Nichols,9
499,483,3,18,50,u,0.0,0.0,Bryan Gil Salvatierra,9
660,661,3,4,45,a,0.0,0.0,Tony Yogane,9
644,644,3,7,45,a,0.0,0.0,Franco Umeh-Chibueze,9
628,626,2,13,45,u,0.0,0.0,Issa Kaboré,9
610,606,3,11,45,a,0.0,0.0,Will Alves,9
585,579,2,9,43,a,0.0,0.0,Ryan Sessegnon,9
539,529,2,19,44,u,0.0,0.0,Nayef Aguerd,9
659,659,3,1,45,a,0.0,0.0,Ismeal Kabia,9
658,658,2,1,40,a,0.0,0.0,Ayden Heaven,9
639,637,2,20,40,d,0.0,0.0,Bastien Meupiyou,9
500,484,2,18,44,a,0.0,0.0,Ben Davies,9
640,638,3,1,45,a,0.0,0.0,Salah-Eddine Oulad M'hand,9
501,485,3,18,45,u,0.0,0.0,Alfie Devine,9
536,526,3,19,48,a,0.0,0.0,Luis Guilherme Lira dos Santos,9
655,655,3,20,55,a,0.0,0.0,Carlos Roberto Forbs Borges,9
609,605,3,9,45,a,0.0,0.0,Martial Godo,9
608,604,3,9,45,a,0.0,0.0,Josh King,9
563,555,4,20,49,i,0.0,0.0,Saša Kalajdžić,9
0,5,1,1,40,u,0.0,0.0,Karl Hein,9
469,448,2,16,45,u,0.0,0.0,Joe Worrall,9
150,93,2,4,44,i,0.0,0.0,Aaron Hickey,9
148,90,3,4,48,i,0.0,0.0,Josh Dasilva,9
145,87,3,4,45,a,0.0,0.0,Ethan Brierley,9
136,77,3,3,48,a,0.0,0.0,Alex Scott,9
134,74,3,3,50,a,0.0,0.0,Dango Ouattara,9
133,72,2,3,44,u,0.0,0.0,Chris Mepham,9
130,69,4,3,45,u,0.0,0.0,Daniel Jebbison,9
129,68,2,3,40,a,0.0,0.0,James Hill,9
128,67,3,3,45,u,0.0,0.0,Hamed Traorè,9
127,66,3,3,50,u,0.0,0.0,Romain Faivre,9
126,65,4,3,54,a,0.0,0.0,Enes Ünal,9
123,62,3,3,49,a,0.0,0.0,David Brooks,9
122,61,3,3,45,u,0.0,0.0,Jaidon Anthony,9
121,60,3,3,49,a,0.0,0.0,Tyler Adams,9
120,59,2,3,43,a,0.0,0.0,Max Aarons,9
117,56,2,2,40,u,0.0,0.0,Lino da Cruz Sousa,9
112,49,2,2,44,a,0.0,0.0,Tyrone Mings,9
108,43,2,2,40,u,0.0,0.0,Kaine Kesler-Hayden,9
107,42,3,2,50,a,0.0,0.0,Boubacar Kamara,9
106,41,3,2,54,u,0.0,0.0,Samuel Iling-Junior,9
105,40,2,2,40,a,0.0,0.0,Kortney Hause,9
103,37,3,2,50,u,0.0,0.0,Lewis Dobbin,9
149,92,2,4,43,i,0.0,0.0,Rico Henry,9
153,96,2,4,39,a,0.0,0.0,Kim Ji-soo,9
204,150,3,6,45,u,0.0,0.0,Andrey Nascimento dos Santos,9
157,100,2,4,43,a,0.0,0.0,Ben Mee,9
197,141,3,5,49,u,0.0,0.0,Jeremy Sarmiento Morante,9
196,140,3,5,45,a,0.0,0.0,Cameron Peupion,9
195,139,2,5,40,u,0.0,0.0,Odeluga Offiah,9
194,138,4,5,45,u,0.0,0.0,Mark O’Mahony,9
193,137,3,5,44,a,0.0,0.0,Jakub Moder,9
189,133,3,5,45,u,0.0,0.0,Adrian Mazilu,9
188,132,3,5,65,d,0.0,0.0,Solly March,9
187,131,2,5,44,a,0.0,0.0,Tariq Lamptey,9
186,130,3,5,45,u,0.0,0.0,Kacper Kozłowski,9
183,127,3,5,50,u,0.0,0.0,Ibrahim Osman,9
181,125,3,5,65,u,0.0,0.0,Pascal Groß,9
180,124,3,5,50,u,0.0,0.0,Billy Gilmour,9
175,119,3,5,49,u,0.0,0.0,Mahmoud Dahoud,9
174,118,3,5,45,u,0.0,0.0,Amario Cozier-Duberry,9
172,116,2,5,40,u,0.0,0.0,Valentín Barco,9
170,114,3,5,45,u,0.0,0.0,Benicio Baker-Boaitey,9
168,112,2,4,45,u,0.0,0.0,Mathias Jorgensen,9
165,108,4,4,73,u,0.0,0.0,Ivan Toney,9
164,107,4,4,59,i,0.0,0.0,Igor Thiago Nascimento Rodrigues,9
160,103,3,4,45,u,0.0,0.0,Myles Peart-Harris,9
159,102,3,4,49,u,0.0,0.0,Frank Onyeka,9
100,34,3,2,65,u,0.0,0.0,Moussa Diaby,9
99,33,3,2,45,u,0.0,0.0,Leander Dendoncker,9
96,30,3,2,49,u,0.0,0.0,Enzo Barrenechea,9
88,22,2,1,48,i,0.0,0.0,Tomiyasu Takehiro,9
37,358,1,13,53,a,0.0,0.0,Stefan Ortega Moreno,9
35,344,1,13,40,a,0.0,0.0,Scott Carson,9
32,308,1,11,40,a,0.0,0.0,Danny Ward,9
31,304,1,11,40,i,0.0,0.0,Jakub Stolarczyk,9
30,294,1,11,40,a,0.0,0.0,Daniel Iversen,9
28,283,1,10,44,a,0.0,0.0,Christian Walton,9
27,280,1,10,40,a,0.0,0.0,Cieran Slicker,9
25,242,1,9,40,a,0.0,0.0,Steven Benda,9
23,227,1,8,40,a,0.0,0.0,João Neves Virgínia,9
22,209,1,7,40,a,0.0,0.0,Remi Matthews,9
18,183,1,6,44,u,0.0,0.0,Đorđe Petrović,9
17,155,1,6,40,a,0.0,0.0,Marcus Bettinelli,9
16,154,1,6,40,a,0.0,0.0,Lucas Bergström,9
13,142,1,5,44,a,0.0,0.0,Jason Steele,9
12,109,1,4,40,a,0.0,0.0,Hákon Valdimarsson,9
9,75,1,3,40,u,0.0,0.0,Alex Paulsen,9
8,73,1,1,43,a,0.0,0.0,Norberto Murara Neto,9
7,55,1,2,40,u,0.0,0.0,Viljami Sinisalo,9
6,51,1,2,45,a,0.0,0.0,Robin Olsen,9
4,46,1,2,40,u,0.0,0.0,Filip Marschall,9
3,39,1,2,40,a,0.0,0.0,Joe Gauci,9
38,367,1,14,44,a,0.0,0.0,Altay Bayindir,9
39,374,1,14,40,a,0.0,0.0,Tom Heaton,9
41,396,1,15,43,d,0.0,0.0,Martin Dúbravka,9
58,522,1,19,44,a,0.0,0.0,Wes Foderingham,9
87,21,2,1,43,i,0.0,0.0,Kieran Tierney,9
70,1,3,1,54,u,0.0,0.0,Fábio Ferreira Vieira,9
67,639,1,1,45,a,0.0,0.0,Tommy Setford,9
66,624,1,8,40,a,0.0,0.0,Asmir Begovic,9
65,615,1,5,40,u,0.0,0.0,Carl Rushworth,9
64,599,1,3,40,a,0.0,0.0,Will Dennis,9
63,581,1,6,43,a,0.0,0.0,Filip Jørgensen,9
61,556,1,20,40,a,0.0,0.0,Tom King,9
59,536,1,20,40,a,0.0,0.0,Daniel Bentley,9
55,510,1,18,40,a,0.0,0.0,Alfie Whiteman,9
42,412,1,15,44,a,0.0,0.0,Odysseas Vlachodimos,9
53,488,1,18,44,a,0.0,0.0,Fraser Forster,9
52,479,1,18,40,a,0.0,0.0,Brandon Austin,9
51,469,1,17,44,a,0.0,0.0,Alex McCarthy,9
50,466,1,17,40,a,0.0,0.0,Joe Lumley,9
49,465,1,17,40,u,0.0,0.0,Mateusz Lis,9
48,454,1,17,44,i,0.0,0.0,Gavin Bazunu,9
47,445,1,7,40,a,0.0,0.0,Matt Turner,9
45,427,1,16,43,a,0.0,0.0,Carlos Miguel dos Santos Pereira,9
44,414,1,15,40,a,0.0,0.0,John Ruddy,9
198,143,4,5,55,u,0.0,0.0,Deniz Undav,9
205,151,3,6,45,u,0.0,0.0,Ângelo Gabriel Borges Damaceno,9
467,446,4,16,45,u,0.0,0.0,Hwang Ui-jo,9
415,387,2,14,49,d,0.0,0.0,Luke Shaw,9
410,381,3,14,49,u,0.0,0.0,Scott McTominay,9
408,379,2,14,44,d,0.0,0.0,Tyrell Malacia,9
403,373,3,14,45,u,0.0,0.0,Hannibal Mejbri,9
389,357,3,13,47,a,0.0,0.0,James McAtee,9
385,353,2,13,53,u,0.0,0.0,João Cavaco Cancelo,9
384,352,4,13,70,u,0.0,0.0,Julián Álvarez,9
377,343,3,13,47,i,0.0,0.0,Oscar Bobb,9
368,334,2,12,40,u,0.0,0.0,Rhys Williams,9
367,333,2,12,40,a,0.0,0.0,Jarell Quansah,9
366,332,2,12,40,u,0.0,0.0,Nathaniel Phillips,9
365,331,3,12,44,a,0.0,0.0,Tyler Morton,9
364,330,3,12,45,a,0.0,0.0,James McConnell,9
354,319,3,12,52,d,0.0,0.0,Harvey Elliott,9
353,318,3,12,45,u,0.0,0.0,Ben Doak,9
350,315,3,12,45,u,0.0,0.0,Bobby Clark,9
347,312,3,12,45,u,0.0,0.0,Stefan Bajčetić Maquieira,9
344,307,2,11,40,a,0.0,0.0,Jannik Vestergaard,9
342,305,2,11,39,a,0.0,0.0,Luke Thomas,9
341,303,2,11,40,u,0.0,0.0,Harry Souttar,9
340,302,2,11,43,a,0.0,0.0,Ricardo Barbosa Pereira,9
337,299,3,11,48,a,0.0,0.0,Kasey McAteer,9
412,384,3,14,50,u,0.0,0.0,Facundo Pellistri Rebollo,9
418,390,2,15,40,a,0.0,0.0,Alex Murphy,9
207,156,4,8,54,i,0.0,0.0,Armando Broja,9
421,393,2,15,44,i,0.0,0.0,Sven Botman,9
466,444,2,16,43,a,0.0,0.0,Harry Toffolo,9
464,441,2,16,40,u,0.0,0.0,Jonathan Panzo,9
463,440,2,16,43,a,0.0,0.0,Andrew Omobamidele,9
462,439,3,16,50,u,0.0,0.0,Lewis O'Brien,9
461,438,2,16,45,u,0.0,0.0,Omar Richards,9
458,435,3,16,45,u,0.0,0.0,Alex Mighten,9
454,431,3,16,48,a,0.0,0.0,Nicolás Domínguez,9
453,430,4,16,49,a,0.0,0.0,Emmanuel Dennis,9
452,429,3,16,48,i,0.0,0.0,Danilo dos Santos de Oliveira,9
451,428,3,16,45,a,0.0,0.0,Eric da Silva Moreira,9
450,426,3,16,45,u,0.0,0.0,Josh Bowler,9
449,425,2,16,43,a,0.0,0.0,Willy Boly,9
445,421,4,15,69,d,0.0,0.0,Callum Wilson,9
443,419,3,15,45,u,0.0,0.0,Joe White,9
440,416,2,15,40,d,0.0,0.0,Matt Targett,9
438,411,3,15,50,a,0.0,0.0,Lewis Miley,9
435,408,2,15,40,u,0.0,0.0,Jamal Lewis,9
434,407,2,15,45,i,0.0,0.0,Jamaal Lascelles,9
433,406,3,15,45,a,0.0,0.0,Garang Kuol,9
427,400,3,15,45,a,0.0,0.0,Isaac Hayden,9
424,397,3,17,48,s,0.0,0.0,Ryan Fraser,9
335,297,3,11,45,u,0.0,0.0,Wanya Marçal-Madivádua,9
332,292,3,11,44,a,0.0,0.0,Michael Golding,9
329,289,4,11,48,i,0.0,0.0,Patson Daka,9
326,286,4,11,45,u,0.0,0.0,Tom Cannon,9
267,221,2,8,43,a,0.0,0.0,Séamus Coleman,9
261,215,2,7,43,a,0.0,0.0,Joel Ward,9
259,213,3,7,45,u,0.0,0.0,Jesurun Rak-Sakyi,9
258,212,3,7,45,u,0.0,0.0,David Ozoh,9
255,208,3,7,44,i,0.0,0.0,Matheus França de Oliveira,9
251,203,3,7,49,a,0.0,0.0,Will Hughes,9
250,202,2,7,43,a,0.0,0.0,Rob Holding,9
246,197,3,7,45,u,0.0,0.0,Malcolm Ebiowei,9
244,195,2,7,43,i,0.0,0.0,Chadi Riad Dnanou,9
239,190,3,7,45,u,0.0,0.0,Naouirou Ahamada,9
229,178,4,6,49,a,0.0,0.0,Marc Guiu Paz,9
227,176,2,6,45,u,0.0,0.0,Malang Sarr,9
226,175,4,6,63,u,0.0,0.0,Romelu Lukaku Bolingoli,9
224,173,3,6,44,i,0.0,0.0,Omari Kellyman,9
221,170,2,6,40,u,0.0,0.0,Alfie Gilchrist,9
220,169,3,6,59,u,0.0,0.0,Conor Gallagher,9
216,165,4,6,50,a,0.0,0.0,Deivid Washington de Souza Eugênio,9
215,164,4,6,54,u,0.0,0.0,David Datro Fofana,9
212,161,3,6,48,a,0.0,0.0,Carney Chukwuemeka,9
211,160,2,6,47,a,0.0,0.0,Ben Chilwell,9
209,158,3,6,45,a,0.0,0.0,Cesare Casadei,9
269,223,3,8,50,i,0.0,0.0,James Garner,9
271,225,2,8,40,u,0.0,0.0,Mason Holgate,9
274,229,4,8,49,u,0.0,0.0,Neal Maupay,9
304,262,3,10,49,a,0.0,0.0,Nathan Broadhead,9
322,281,3,10,48,a,0.0,0.0,Jack Taylor,9
321,279,2,10,40,u,0.0,0.0,Corrie Ndaba,9
318,276,4,10,45,u,0.0,0.0,Freddie Ladapo,9
315,273,3,10,45,u,0.0,0.0,Cameron Humphreys,9
314,272,4,10,54,a,0.0,0.0,George Hirst,9
313,271,3,10,49,u,0.0,0.0,Marcus Myers-Harness,9
311,269,2,10,40,u,0.0,0.0,George Edmundson,9
308,266,2,10,40,a,0.0,0.0,Harry Clarke,9
306,264,3,10,49,a,0.0,0.0,Wes Burns,9
303,261,2,10,40,u,0.0,0.0,Elkan Baggott,9
279,234,2,8,44,a,0.0,0.0,Nathan Patterson,9
300,258,4,9,50,i,0.0,0.0,Carlos Vinícius Alves Morais,9
298,256,4,9,50,u,0.0,0.0,Jay Stansfield,9
296,254,3,9,48,a,0.0,0.0,Harrison Reed,9
295,253,2,9,45,u,0.0,0.0,Tim Ream,9
292,250,2,9,40,u,0.0,0.0,Kevin Mbabu,9
291,249,3,9,49,i,0.0,0.0,Saša Lukić,9
289,246,3,9,45,u,0.0,0.0,Luke Harris,9
286,243,3,9,48,a,0.0,0.0,Tom Cairney,9
281,237,4,8,49,i,0.0,0.0,Youssef Ramalho Chermiti,9
666,667,3,14,45,a,0.0,0.0,Jack Fletcher,9
