,element,position,team,value,status,expected_pts_N1,expected_pts_full,name,gw
639,635,3,11,49,a,0.0,0.0,Bilal El Khannouss,10
513,496,2,18,43,a,0.0,0.0,Sergio Reguilón,10
633,629,3,5,55,i,0.0,0.0,Matt O'Riley,10
510,493,3,18,49,u,0.0,0.0,Giovani Lo Celso,10
507,490,3,18,50,u,0.0,0.0,Pierre-Emile Højbjerg,10
638,634,3,4,49,i,0.0,0.0,Gustavo Nunes Fernandes Gomes,10
625,620,3,16,55,a,0.0,0.0,Ramón Sosa,10
524,507,4,18,50,u,0.0,0.0,Alejo Véliz,10
635,631,3,10,55,a,0.0,0.0,Jack Clarke,10
648,646,3,7,45,a,0.0,0.0,Asher Agbinone,10
549,538,3,20,45,u,0.0,0.0,Tawanda Chirewa,10
548,537,3,20,45,u,0.0,0.0,Francisco Jorge Tomás Oliveira,10
615,609,4,18,45,a,0.0,0.0,Will Lankshear,10
657,655,3,20,55,a,0.0,0.0,Carlos Roberto Forbs Borges,10
496,477,2,17,40,a,0.0,0.0,Nathan Wood-Gordon,10
656,654,3,19,50,a,0.0,0.0,Carlos Soler,10
546,534,3,20,48,i,0.0,0.0,Boubacar Traoré,10
655,653,2,16,45,a,0.0,0.0,Felipe Rodrigues da Silva,10
544,532,2,19,44,u,0.0,0.0,Kurt Zouma,10
653,651,3,8,50,a,0.0,0.0,Orel Mangala,10
651,649,2,4,40,a,0.0,0.0,Jayden Meghoma,10
541,529,2,19,44,u,0.0,0.0,Nayef Aguerd,10
618,612,3,18,53,i,0.0,0.0,Wilson Odobert,10
619,613,3,14,45,a,0.0,0.0,Toby Collyer,10
620,614,3,8,45,u,0.0,0.0,Jenson Metcalfe,10
650,648,4,14,45,a,0.0,0.0,Ethan Wheatley,10
621,616,2,11,40,u,0.0,0.0,Ben Nelson,10
538,526,3,19,48,a,0.0,0.0,Luis Guilherme Lira dos Santos,10
497,478,2,18,40,u,0.0,0.0,Ashley Phillips,10
533,519,3,19,45,u,0.0,0.0,George Earthy,10
529,515,3,17,48,a,0.0,0.0,Maxwel Cornet,10
624,619,3,10,45,a,0.0,0.0,Jens Cajuste,10
649,647,3,7,45,a,0.0,0.0,Kaden Rodney,10
469,446,4,16,45,u,0.0,0.0,Hwang Ui-jo,10
0,5,1,1,40,u,0.0,0.0,Karl Hein,10
467,442,3,16,44,i,0.0,0.0,Ibrahim Sangaré,10
122,59,2,3,43,a,0.0,0.0,Max Aarons,10
136,74,3,3,50,a,0.0,0.0,Dango Ouattara,10
135,72,2,3,44,u,0.0,0.0,Chris Mepham,10
132,69,4,3,45,u,0.0,0.0,Daniel Jebbison,10
131,68,2,3,40,a,0.0,0.0,James Hill,10
130,67,3,3,45,u,0.0,0.0,Hamed Traorè,10
129,66,3,3,50,u,0.0,0.0,Romain Faivre,10
128,65,4,3,54,a,0.0,0.0,Enes Ünal,10
125,62,3,3,49,a,0.0,0.0,David Brooks,10
124,61,3,3,45,u,0.0,0.0,Jaidon Anthony,10
123,60,3,3,49,a,0.0,0.0,Tyler Adams,10
119,56,2,2,40,u,0.0,0.0,Lino da Cruz Sousa,10
90,22,2,1,48,i,0.0,0.0,Tomiyasu Takehiro,10
115,50,2,2,40,a,0.0,0.0,Kosta Nedeljković,10
114,49,2,2,44,a,0.0,0.0,Tyrone Mings,10
110,43,2,2,40,u,0.0,0.0,Kaine Kesler-Hayden,10
109,42,3,2,50,a,0.0,0.0,Boubacar Kamara,10
108,41,3,2,54,u,0.0,0.0,Samuel Iling-Junior,10
107,40,2,2,40,a,0.0,0.0,Kortney Hause,10
105,37,3,2,50,u,0.0,0.0,Lewis Dobbin,10
102,34,3,2,65,u,0.0,0.0,Moussa Diaby,10
101,33,3,2,45,u,0.0,0.0,Leander Dendoncker,10
98,30,3,2,49,u,0.0,0.0,Enzo Barrenechea,10
138,77,3,3,48,i,0.0,0.0,Alex Scott,10
147,87,3,4,45,a,0.0,0.0,Ethan Brierley,10
150,90,3,4,48,i,0.0,0.0,Josh Dasilva,10
151,92,2,4,43,d,0.0,0.0,Rico Henry,10
196,138,4,5,45,u,0.0,0.0,Mark O’Mahony,10
195,137,3,5,44,a,0.0,0.0,Jakub Moder,10
192,134,3,5,50,i,0.0,0.0,James Milner,10
191,133,3,5,45,u,0.0,0.0,Adrian Mazilu,10
190,132,3,5,65,d,0.0,0.0,Solly March,10
188,130,3,5,45,u,0.0,0.0,Kacper Kozłowski,10
185,127,3,5,50,u,0.0,0.0,Ibrahim Osman,10
183,125,3,5,65,u,0.0,0.0,Pascal Groß,10
182,124,3,5,50,u,0.0,0.0,Billy Gilmour,10
177,119,3,5,49,u,0.0,0.0,Mahmoud Dahoud,10
176,118,3,5,45,u,0.0,0.0,Amario Cozier-Duberry,10
174,116,2,5,40,u,0.0,0.0,Valentín Barco,10
172,114,3,5,45,u,0.0,0.0,Benicio Baker-Boaitey,10
170,112,2,4,45,u,0.0,0.0,Mathias Jorgensen,10
167,108,4,4,73,u,0.0,0.0,Ivan Toney,10
166,107,4,4,59,i,0.0,0.0,Igor Thiago Nascimento Rodrigues,10
162,103,3,4,45,u,0.0,0.0,Myles Peart-Harris,10
161,102,3,4,49,u,0.0,0.0,Frank Onyeka,10
159,100,2,4,43,a,0.0,0.0,Ben Mee,10
155,96,2,4,39,a,0.0,0.0,Kim Ji-soo,10
152,93,2,4,44,i,0.0,0.0,Aaron Hickey,10
93,25,2,1,48,a,0.0,0.0,Oleksandr Zinchenko,10
89,21,2,1,43,i,0.0,0.0,Kieran Tierney,10
466,441,2,16,40,u,0.0,0.0,Jonathan Panzo,10
22,209,1,7,40,a,0.0,0.0,Remi Matthews,10
38,367,1,14,44,a,0.0,0.0,Altay Bayindir,10
37,358,1,13,53,a,0.0,0.0,Stefan Ortega Moreno,10
35,344,1,13,40,a,0.0,0.0,Scott Carson,10
32,308,1,11,40,a,0.0,0.0,Danny Ward,10
31,304,1,11,40,i,0.0,0.0,Jakub Stolarczyk,10
30,294,1,11,40,a,0.0,0.0,Daniel Iversen,10
28,283,1,10,44,a,0.0,0.0,Christian Walton,10
27,280,1,10,40,a,0.0,0.0,Cieran Slicker,10
25,242,1,9,40,a,0.0,0.0,Steven Benda,10
23,227,1,8,40,a,0.0,0.0,João Neves Virgínia,10
18,183,1,6,44,u,0.0,0.0,Đorđe Petrović,10
83,13,3,1,82,i,0.0,0.0,Martin Ødegaard,10
17,155,1,6,40,a,0.0,0.0,Marcus Bettinelli,10
16,154,1,6,40,a,0.0,0.0,Lucas Bergström,10
13,142,1,5,43,a,0.0,0.0,Jason Steele,10
12,109,1,4,40,a,0.0,0.0,Hákon Valdimarsson,10
9,75,1,3,40,u,0.0,0.0,Alex Paulsen,10
8,73,1,1,43,a,0.0,0.0,Norberto Murara Neto,10
7,55,1,2,40,u,0.0,0.0,Viljami Sinisalo,10
6,51,1,2,45,a,0.0,0.0,Robin Olsen,10
4,46,1,2,40,u,0.0,0.0,Filip Marschall,10
3,39,1,2,40,a,0.0,0.0,Joe Gauci,10
39,374,1,14,40,a,0.0,0.0,Tom Heaton,10
41,396,1,15,43,a,0.0,0.0,Martin Dúbravka,10
42,412,1,15,44,a,0.0,0.0,Odysseas Vlachodimos,10
44,414,1,15,40,a,0.0,0.0,John Ruddy,10
72,1,3,1,54,u,0.0,0.0,Fábio Ferreira Vieira,10
71,669,1,12,40,a,0.0,0.0,Harvey Davies,10
70,668,1,5,40,a,0.0,0.0,Killian Cahill,10
68,641,1,2,40,a,0.0,0.0,Oliwier Zych,10
67,639,1,1,45,a,0.0,0.0,Tommy Setford,10
66,624,1,8,40,a,0.0,0.0,Asmir Begovic,10
65,615,1,5,40,u,0.0,0.0,Carl Rushworth,10
64,599,1,3,40,a,0.0,0.0,Will Dennis,10
63,581,1,6,43,a,0.0,0.0,Filip Jørgensen,10
61,556,1,20,40,a,0.0,0.0,Tom King,10
59,536,1,20,40,a,0.0,0.0,Daniel Bentley,10
58,522,1,19,44,a,0.0,0.0,Wes Foderingham,10
55,510,1,18,40,a,0.0,0.0,Alfie Whiteman,10
53,488,1,18,44,a,0.0,0.0,Fraser Forster,10
52,479,1,18,40,a,0.0,0.0,Brandon Austin,10
51,469,1,17,44,a,0.0,0.0,Alex McCarthy,10
50,466,1,17,40,a,0.0,0.0,Joe Lumley,10
49,465,1,17,40,u,0.0,0.0,Mateusz Lis,10
48,454,1,17,44,i,0.0,0.0,Gavin Bazunu,10
47,445,1,7,40,a,0.0,0.0,Matt Turner,10
45,427,1,16,43,a,0.0,0.0,Carlos Miguel dos Santos Pereira,10
197,139,2,5,40,u,0.0,0.0,Odeluga Offiah,10
198,140,3,5,45,a,0.0,0.0,Cameron Peupion,10
199,141,3,5,49,u,0.0,0.0,Jeremy Sarmiento Morante,10
367,331,3,12,44,a,0.0,0.0,Tyler Morton,10
410,379,2,14,44,d,0.0,0.0,Tyrell Malacia,10
405,373,3,14,45,u,0.0,0.0,Hannibal Mejbri,10
391,357,3,13,47,a,0.0,0.0,James McAtee,10
387,353,2,13,53,u,0.0,0.0,João Cavaco Cancelo,10
386,352,4,13,70,u,0.0,0.0,Julián Álvarez,10
379,343,3,13,47,i,0.0,0.0,Oscar Bobb,10
377,341,2,13,53,a,0.0,0.0,Nathan Aké,10
370,334,2,12,40,u,0.0,0.0,Rhys Williams,10
369,333,2,12,40,a,0.0,0.0,Jarell Quansah,10
368,332,2,12,40,u,0.0,0.0,Nathaniel Phillips,10
366,330,3,12,44,a,0.0,0.0,James McConnell,10
200,143,4,5,55,u,0.0,0.0,Deniz Undav,10
356,319,3,12,52,i,0.0,0.0,Harvey Elliott,10
355,318,3,12,45,u,0.0,0.0,Ben Doak,10
352,315,3,12,45,u,0.0,0.0,Bobby Clark,10
349,312,3,12,45,u,0.0,0.0,Stefan Bajčetić Maquieira,10
346,307,2,11,40,a,0.0,0.0,Jannik Vestergaard,10
344,305,2,11,39,a,0.0,0.0,Luke Thomas,10
343,303,2,11,40,u,0.0,0.0,Harry Souttar,10
339,299,3,11,48,a,0.0,0.0,Kasey McAteer,10
337,297,3,11,45,u,0.0,0.0,Wanya Marçal-Madivádua,10
334,292,3,11,44,a,0.0,0.0,Michael Golding,10
412,381,3,14,49,u,0.0,0.0,Scott McTominay,10
414,384,3,14,50,u,0.0,0.0,Facundo Pellistri Rebollo,10
417,387,2,14,49,d,0.0,0.0,Luke Shaw,10
420,390,2,15,40,a,0.0,0.0,Alex Murphy,10
465,440,2,16,43,a,0.0,0.0,Andrew Omobamidele,10
464,439,3,16,50,u,0.0,0.0,Lewis O'Brien,10
463,438,2,16,45,u,0.0,0.0,Omar Richards,10
460,435,3,16,45,u,0.0,0.0,Alex Mighten,10
456,431,3,16,48,a,0.0,0.0,Nicolás Domínguez,10
455,430,4,16,49,a,0.0,0.0,Emmanuel Dennis,10
454,429,3,16,47,i,0.0,0.0,Danilo dos Santos de Oliveira,10
453,428,3,16,45,a,0.0,0.0,Eric da Silva Moreira,10
452,426,3,16,45,u,0.0,0.0,Josh Bowler,10
451,425,2,16,43,a,0.0,0.0,Willy Boly,10
447,421,4,15,69,i,0.0,0.0,Callum Wilson,10
445,419,3,15,45,u,0.0,0.0,Joe White,10
442,416,2,15,40,d,0.0,0.0,Matt Targett,10
440,411,3,15,50,a,0.0,0.0,Lewis Miley,10
437,408,2,15,40,u,0.0,0.0,Jamal Lewis,10
436,407,2,15,45,i,0.0,0.0,Jamaal Lascelles,10
435,406,3,15,45,a,0.0,0.0,Garang Kuol,10
434,405,2,15,44,a,0.0,0.0,Emil Krafth,10
429,400,3,15,45,a,0.0,0.0,Isaac Hayden,10
426,397,3,17,48,a,0.0,0.0,Ryan Fraser,10
423,393,2,15,44,i,0.0,0.0,Sven Botman,10
331,289,4,11,48,i,0.0,0.0,Patson Daka,10
328,286,4,11,45,u,0.0,0.0,Tom Cannon,10
324,281,3,10,48,i,0.0,0.0,Jack Taylor,10
263,215,2,7,43,a,0.0,0.0,Joel Ward,10
260,212,3,7,45,u,0.0,0.0,David Ozoh,10
257,208,3,7,44,i,0.0,0.0,Matheus França de Oliveira,10
253,203,3,7,49,a,0.0,0.0,Will Hughes,10
252,202,2,7,43,a,0.0,0.0,Rob Holding,10
248,197,3,7,45,u,0.0,0.0,Malcolm Ebiowei,10
246,195,2,7,43,i,0.0,0.0,Chadi Riad Dnanou,10
241,190,3,7,45,u,0.0,0.0,Naouirou Ahamada,10
231,178,4,6,48,a,0.0,0.0,Marc Guiu Paz,10
229,176,2,6,45,u,0.0,0.0,Malang Sarr,10
228,175,4,6,63,u,0.0,0.0,Romelu Lukaku Bolingoli,10
226,173,3,6,44,i,0.0,0.0,Omari Kellyman,10
223,170,2,6,40,u,0.0,0.0,Alfie Gilchrist,10
222,169,3,6,59,u,0.0,0.0,Conor Gallagher,10
218,165,4,6,50,a,0.0,0.0,Deivid Washington de Souza Eugênio,10
217,164,4,6,54,u,0.0,0.0,David Datro Fofana,10
214,161,3,6,48,a,0.0,0.0,Carney Chukwuemeka,10
213,160,2,6,47,a,0.0,0.0,Ben Chilwell,10
211,158,3,6,45,a,0.0,0.0,Cesare Casadei,10
209,156,4,8,54,i,0.0,0.0,Armando Broja,10
207,151,3,6,45,u,0.0,0.0,Ângelo Gabriel Borges Damaceno,10
206,150,3,6,45,u,0.0,0.0,Andrey Nascimento dos Santos,10
261,213,3,7,45,u,0.0,0.0,Jesurun Rak-Sakyi,10
269,221,2,8,43,a,0.0,0.0,Séamus Coleman,10
323,279,2,10,40,u,0.0,0.0,Corrie Ndaba,10
271,223,3,8,50,i,0.0,0.0,James Garner,10
320,276,4,10,45,u,0.0,0.0,Freddie Ladapo,10
317,273,3,10,45,u,0.0,0.0,Cameron Humphreys,10
315,271,3,10,49,u,0.0,0.0,Marcus Myers-Harness,10
313,269,2,10,40,u,0.0,0.0,George Edmundson,10
310,266,2,10,40,s,0.0,0.0,Harry Clarke,10
308,264,3,10,49,a,0.0,0.0,Wes Burns,10
306,262,3,10,49,a,0.0,0.0,Nathan Broadhead,10
305,261,2,10,40,u,0.0,0.0,Elkan Baggott,10
304,260,4,10,48,a,0.0,0.0,Ali Al-Hamadi,10
302,258,4,9,50,a,0.0,0.0,Carlos Vinícius Alves Morais,10
300,256,4,9,50,u,0.0,0.0,Jay Stansfield,10
298,254,3,9,48,a,0.0,0.0,Harrison Reed,10
297,253,2,9,45,u,0.0,0.0,Tim Ream,10
294,250,2,9,40,u,0.0,0.0,Kevin Mbabu,10
293,249,3,9,49,i,0.0,0.0,Saša Lukić,10
291,246,3,9,45,u,0.0,0.0,Luke Harris,10
288,243,3,9,48,a,0.0,0.0,Tom Cairney,10
283,237,4,8,49,i,0.0,0.0,Youssef Ramalho Chermiti,10
281,234,2,8,44,a,0.0,0.0,Nathan Patterson,10
276,229,4,8,49,u,0.0,0.0,Neal Maupay,10
273,225,2,8,40,u,0.0,0.0,Mason Holgate,10
669,670,2,14,40,a,0.0,0.0,Harry Amass,10
